market_id,question,description,slug,active,closed,created_at,end_date,volume,liquidity,clob_token_ids,condition_id,keyword_match
132207,Which film will win Best Picture at the 2021 Oscars?,"This is a market on which film will win the Academy Award for Best Picture at the 93rd Academy Awards (“Oscars”), scheduled to take place on Sunday April 25, 2021. This market will resolve to whichever bracket contains the film which is announced as the winner in the Best Picture category at the 93rd Academy Awards. The market will resolve to “Other” if any of the following films win Best Picture: Mank, Judas and the Black Messiah, Sound of Metal, or The Father. The resolution source will be the",which-film-will-win-best-picture-at-the-2021-oscars,True,True,,,7044.954083,500.0063,"[""97577718726344925153458464336925820657674862532870008524425176881337606983326"", ""72135033155809525987259650313590053643940185758189221883864664154391476574644"", ""65907184256790192149967784024876160504589606589857928700869376983158099911421"", ""40673800103028560828693770755732034379983809898445026898423976232845190470927"", ""31270064971440782120092419773886143262926898262662990877822896653804701362243""]",0x9bc24b0cfc76ed11b8d2e571d1e98824cdd64f954bab23d2d877f4ce51f39c20,war
140033,Will Chadwick Boseman win Best Actor at the 2021 Oscars?,"This is a market on whether Chadwick Boseman will win the Academy Award for Best Actor in a Leading Role at the 93rd Academy Awards (“Oscars”), scheduled to take place on Sunday, April 25, 2021. This market will resolve to “Yes” if Chadwick Boseman wins the award for Best Actor in a Leading Role at the 93rd Academy Awards, and “No” if he does not win the award for Best Actor in a Leading Role. If for any reason the Oscars are delayed or the announcement of a winner is delayed, market resolution ",will-chadwick-boseman-win-best-actor-at-the-2021-oscars,True,True,,,20707.837311,0.000025,"[""62015879614482050416532663366672004665507717854143807630157566585363475557390"", ""7228915895374627440744064123808102542443581403671169380949320589950633093842""]",0xc6e87c3d51ca96812560a2ee2584744a5d96fd3f1acef394fe9d4c16b3230686,war
194704,Will Robert Colescott’s “George Washington Carver Crossing the Delaware” sell for more than $12 million at Sotheby’s?,"This is a market on the hammer price of Robert Colescott’s “George Washington Carver Crossing the Delaware: Page from an American History Textbook” (Lot 108) auction at Sotheby’s, scheduled to take place on May 12, 2021.  This market will resolve to “Yes” if the final hammer price exceeds $12 million, and “No” otherwise. The market will resolve according to the hammer price as listed on the official Sotheby’s auction website (https://www.sothebys.com/en/buy/auction/2021/contemporary-art-evening-",will-robert-colescott-s-george-washington-carver-crossing-the-delaware-sell-for-more-than-12-million-at-sotheby-s,True,True,,,23602.718738,0.00017,"[""48288034357577658274491276756488660047339741116880079321684891500386416412972"", ""27627894583086423738495144492964535529978895451925279731665203618240481666541""]",0xb653d6c2678fd6038e7aa7ed03a9f69c816dfece25b4ef176804b6ea65e81c05,war
194763,Will Andy Warhol’s “Marilyn Monroe” sell for more than $3 million at Sotheby’s?,"This is a market on the hammer price of Andy Warhol’s “Marilyn Monroe (Feldman & Schellman II.22-31)” (Lot 126) auction at Sotheby’s, scheduled to take place on May 12, 2021.  This market will resolve to “Yes” if the final hammer price exceeds $3 million, and “No” otherwise. The market will resolve according to the hammer price as listed on the official Sotheby’s auction website (https://www.sothebys.com/en/buy/auction/2021/contemporary-art-evening-auction/marilyn-monroe-feldman-schellman-ii-22-",will-andy-warhol-s-marilyn-monroe-sell-for-more-than-3-million-at-sotheby-s,True,True,,,18138.573619,996.000492,"[""53962746847264172396937082005456468885710726359385071862998720979555974391131"", ""80172527622641500930288853698585886633199240543760829198295265857697887902918""]",0x7d06e0a0c5930b3e7d778509102a6b6fe0d0e2b3b4364caec3f6baa8e329e62a,war
196268,Will Andy Warhol’s “Two Marilyns” sell for more than $18 million at Christie’s?,"This is a market on the hammer price of Andy Warhol’s “Two Marilyns (Double Marilyn)” (Lot 22B), scheduled to go up for auction at Christie’s 20th Century Evening Sale, on May 13, 2021 (https://www.christies.com/lot/lot-andy-warhol-1928-1987-two-marilyns-double-marilyn-6318433/). This market will resolve to “Yes” if the hammer price at auction exceeds $18 million, and “No” otherwise. The market will resolve according to the final hammer price during the live auction at Christie’s (https://www.yo",will-andy-warhols-two-marilyns-sell-for-more-than-18-million-at-christies,True,True,,,27210.689679,997.000871,"[""63176787692173091398941440024055660050395853918552307943378026567009691823251"", ""66201054910546248334563793441489538555242097040994171499991587004691017367480""]",0xc56c90c9349a2d3eb71f75636ea009d45fa1a5ad86b24cf6286ad003e5aa02dd,war
200260,Will the Warriors or the Lakers win their NBA play-in tournament matchup?,"This is a market on who will win in the NBA play-in tournament match between the Golden State Warriors and the Los Angeles Lakers, scheduled to take place at 10:00 PM ET May 19, 2021. This market will resolve to “Warriors” if the Golden State Warriors win, and “Lakers” if the Los Angeles Lakers win. If the match is postponed to a date on or before June 1, 2021, the same market conditions will apply. If the match is postponed to a date after June 1, 2021, or cancelled altogether, the market will ",will-the-warriors-or-the-lakers-win-their-nba-play-in-tournament-matchup,True,True,,,116985.214696,404.375576,"[""27240876761796749422870916904333213634307961181416882949970774538904540417276"", ""10630367602934225863599302570768679170776905477744171585187683653345333236871""]",0x9b58c12655870339257b971f2363d96a7a4f6ce079836c2864938aa29b9b0fe0,war
200884,Will Patricio O'Ward have a top 3 finish at the Indy 500?,"This is a market on whether Patricio O'Ward will finish in the top 3 at the 105th Running of the Indianapolis 500 (Indy 500), scheduled to take place on May 30, 2021. This market will resolve to “Yes” if Patricio O'Ward is the official first, second, or third-place finisher at the 2021 Indy 500 race. Otherwise, this market will resolve to “No.” This market will resolve after the 2021 Indy 500 race is completed, and the post-race inspections have been completed. If for any reason, the race is pos",will-patricio-oward-have-a-top-3-finish-at-the-indy-500,True,True,,,22987.625244,0.000106,"[""4396732153761568388554238727434689697591273303885097600218457592388463215397"", ""24822552002998680672175675425279741078387008531937336288829455546981818876276""]",0x8b67c1ffc26158d20f742b5090eec7a907f949945ce7b6364a24202308eecbca,war
201721,Will the Warriors or the Grizzlies win their NBA play-in tournament matchup?,"This is a market on who will win in the NBA play-in tournament match between the Golden State Warriors and the Memphis Grizzlies, scheduled to take place at 9:00 PM ET May 21, 2021. This market will resolve to “Warriors” if the Golden State Warriors win, and “Grizzlies” if the Memphis Grizzlies win. If the match is postponed to a date on or before June 1, 2021, the same market conditions will apply. If the match is postponed to a date after June 1, 2021, or cancelled altogether, the market will ",will-the-warriors-or-the-grizzlies-win-their-nba-play-in-tournament-matchup,True,True,,,255663.23954,0.000149,"[""40912428581858473335127067792165780997787383322175575767270199119462118692772"", ""9668858539879382997841884781115161059844148618280614236395449068020815156675""]",0xeed7a6b6733f5aaa93577f7054e389f754d5919c858f87f045d0468b94ac50cd,war
213595,Will Ukraine or the Netherlands win their Euro 2020 match?,"
This is a market on whether Ukraine or the Netherlands will win their Euro 2020 match, scheduled for June 13, 2021 at 3:00 PM ET. This market will resolve to “Ukraine” if Ukraine wins the match, or “Netherlands” if the Netherlands wins the match. If the match ends in a tie, the market will resolve to 50-50. If, for any reason, this match is postponed and a new match date is set for a start time of June 20, 2021, 3:00 PM ET or earlier, the same rules for market resolution will apply for the resc",will-ukraine-or-the-netherlands-win-their-euro-2020-match,True,True,,,12635.133708,1054.074047,"[""30263464263994908277572452739966635388852554478709187942805047707798218921479"", ""68831203452603890001964425306632010116700472995975634786296206372935156936512""]",0xac7ef09ea87f12d32e76c81ae171196b1a72c86c09fce23f2bd0af6fb017d5cd,ukraine
213601,Will Russia or Belgium win their Euro 2020 match?,"
This is a market on whether Russia or Belgium will win their Euro 2020 match, scheduled for June 12, 2021 at 3:00 PM ET. This market will resolve to “Russia” if Russia wins the match, or “Belgium” if Belgium wins the match. If the match ends in a tie, the market will resolve to 50-50. If, for any reason, this match is postponed and a new match date is set for a start time of June 19, 2021, 3:00 PM ET or earlier, the same rules for market resolution will apply for the rescheduled match. If this ",will-russia-or-belgium-win-their-euro-2020-match,True,True,,,6633.332492,1199.712207,"[""3330610455067565596749759168000667249940896316870388094303737674094004866516"", ""9889084185988086985596343625835753178868069560267876244041520797455582291530""]",0x60271a79925d14efbe599ae09e02f480b644217762d73c76d03ef4fbbe8c8b85,russia
215898,Who will win UFC 263: Edwards vs. Diaz?,"This is a market on who will win the UFC 263 fight between Leon Edwards and Nate Diaz, set to take place on June 12, 2021, at the Gila River Arena in Glendale, Arizona. This market will resolve to “Edwards” if Leon Edwards is declared the winner of the bout, either by KO, TKO, submission, DQ, or decision. This market will resolve to “Diaz” if Nate Diaz is declared the winner of the bout, either by KO, TKO, submission, DQ, or decision. If the fight ends in a draw or no contest, this market will r",who-will-win-ufc-263-edwards-vs-diaz,True,True,,,3076.307163,6.039645,"[""82470331984870380123188714680246466745419452231030394819721595730615558798874"", ""102886313610506918257048153081885976025746185725397031384443414552173181090939""]",0x33e1ad9b52a090431ac38dc0821e2613cace2040e48d37677f25a2261b5d97cb,war
215900,Who will win UFC 263: Adesanya vs. Vettori?,"This is a market on who will win the UFC 263 fight between Israel Adesanya and Marvin Vettori, set to take place on June 12, 2021, at the Gila River Arena in Glendale, Arizona. This market will resolve to “Adesanya” if Israel Adesanya is declared the winner of the bout, either by KO, TKO, submission, DQ, or decision. This market will resolve to “Vettori” if Marvin Vettori is declared the winner of the bout, either by KO, TKO, submission, DQ, or decision. If the fight ends in a draw or no contest",who-will-win-ufc-263-adesanya-vs-vettori,True,True,,,2146.115796,25.000333,"[""88134844810000063738138415432909311577462463068614078547301945764446634433520"", ""29028625682468743681259698073769481731289243545517348575173516259523038669152""]",0x1722acd9c8097b9c59f012bff23019ccc5c9ff3afc3a3e7b632e501291fb47fa,israel
217649,Will Finland or Russia win their Euro 2020 match?,"This is a market on whether Finland or Russia will win their Euro 2020 match, scheduled for June 16, 2021 at 9:00 AM ET. This market will resolve to “Finland” if Finland wins the match, or “Russia” if Russia wins the match. If the match ends in a tie, the market will resolve to 50-50. If, for any reason, this match is postponed and a new match date is set for a start time of June 16, 2021, 9:00 AM ET or earlier, the same rules for market resolution will apply for the rescheduled match. If this m",will-finland-or-russia-win-their-euro-2020-match,True,True,,,1206.96276,99.534994,"[""72953512372357360367082392532947010360581758512373997650684054063255652150554"", ""12476479751930487418866070470433844309918872026342772370246152366238804685475""]",0xedfdfe9838e1ba0afb18fec336a85e4596079f2563b1eb90228081b6cb23c45d,russia
218546,Will Ukraine or North Macedonia win their Euro 2020 match?,"This is a market on whether Ukraine or North Macedonia will win their Euro 2020 match, scheduled for June 17, 2021 at 9:00 AM ET. This market will resolve to “Ukraine” if Ukraine wins the match, or “North Macedonia” if North Macedonia wins the match. If the match ends in a tie, the market will resolve to 50-50. If, for any reason, this match is postponed and a new match date is set for a start time of June 24, 2021, 9:00 AM ET or earlier, the same rules for market resolution will apply for the r",a2-will-ukraine-or-north-macedonia-win-their-euro-2020-match,True,True,,,0,0,"[""78783230021680355352052360540205744831230103791197064063021202629643133725024"", ""68022142059868505870109241321405081507705594978760395681782746420046016295624""]",0x8d9cfebd937ffe6d73a4e5db7c77a53f46e40b2ac319add7ba51eef72d589136,ukraine
218576,Will Russia or Denmark win their Euro 2020 match?,"This is a market on whether Russia or Denmark will win their Euro 2020 match, scheduled for June 21, 2021 at 3:00 PM ET. This market will resolve to “Russia” if Russia wins the match, or “Denmark” if Denmark wins the match. If the match ends in a tie, the market will resolve to 50-50. If, for any reason, this match is postponed and a new match date is set for a start time of June 28, 2021, 3:00 PM ET or earlier, the same rules for market resolution will apply for the rescheduled match. If this m",will-russia-or-denmark-win-their-euro-2020-match-1,True,True,,,900.774738,99.000014,"[""77204213242087572802825625944576684436276180203983308809234496452136253602355"", ""99227034774282363313536464273472224271937764044600283264380812148720657172086""]",0xdaa3068e1bfd9b892419e125438d9583a8e4d3c1b7689be66a77b85053a9d8df,russia
218625,Will “Bananas” by Basquiat & Warhol sell for more than $6M at Phillips?,"This is a market on the final hammer price for Jean-Michel Basquiat and Andy Warhol’s “Bananas” (Lot 12), which is scheduled to be auctioned at Phillips 20th Century & Contemporary Art Evening Sale on June 23, 2021 (https://www.phillips.com/detail/jeanmichel-basquiat-and-andy-warhol/NY010321/12). This market will resolve to “Yes”  if the final hammer price at auction exceeds $6,000,000 and “No” otherwise. Note this is a market on the final hammer price at the live auction, which does not include",will-jean-michel-basquiat-and-andy-warhols-bananas-sell-for-more-than-6m-at-phillips,True,True,,,2163.842062,277.048197,"[""88040222823705756915751579085359543006117242012684861252828801744994660719280"", ""3728278542697388610886221847187013103178680606304038747757353805323738422776""]",0x8e6e699b1a991740e9f43ae9366801ab9aed30d5d813e88fafe174e952f78ffa,war
219168,Will Sweden or Ukraine qualify for the Euro 2020 Quarterfinals?,"This is a market on whether Sweden or Ukraine will qualify for the Euro 2020 Quarterfinals. This market will resolve to “Sweden” if Sweden qualifies, or “Ukraine” if Ukraine qualifies. If for any reason neither team qualifies, or both teams qualify, the market will resolve to 50-50. In the event of ambiguity in terms of the market outcome, the market will be resolved at the sole discretion of the Markets Integrity Committee (MIC).",will-sweden-or-ukraine-win-their-euro-2020-match,True,True,,,4404.464479,0.000031,"[""19434394443981890697246019416528715159165794127532401840768866041642770277255"", ""62077849689158101458127730172924666077234507277362269905721895438455442257897""]",0xb9d7db0826b2a2e791746e1799f3604d3ee9c3a4223ceeb927b1ec1862440926,ukraine
221244,Will Ukraine or England qualify for the Euro 2020 Semifinals?,"This is a market on whether Ukraine or England will qualify for the Euro 2020 Semifinals. This market will resolve to “Ukraine” if Ukraine qualifies, or “England” if England qualifies. If for any reason neither team qualifies, or both teams qualify, the market will resolve to 50-50. In the event of ambiguity in terms of the market outcome, the market will be resolved at the sole discretion of the Markets Integrity Committee (MIC).",will-ukraine-or-england-qualify-for-the-euro-2020-semifinals,True,True,,,2050.313603,0.579345,"[""24139478557671562564320196686215686353430563312932547692659599034215270416070"", ""822242782796191194610224573447736723517920302907761138891165354906175086909""]",0x11674940cf9de9db46712c66d731aedb40fa412e01d96ff4919336de40aae547,ukraine
224939,Will China win 38 or more Gold Medals at the 2020 Olympics?,"This market will resolve to “Yes” if China wins 38 or more Gold Medals at the 2020 Olympic Games in Tokyo, Japan. Otherwise, this market will resolve to “No.” Gold Medals in team events count as one medal (e.g. if the U.S. Men’s Basketball team wins Gold, that is one Gold medal). The resolution source for this market will be the Gold medal count, from an official Olympic source, e.g. https://olympics.com/tokyo-2020/olympic-games/en/results/all-sports/medal-standings.htm. This market will resolve",will-china-win-38-or-more-gold-medals-at-the-2020olympics,True,True,,,35608.575848,450.476399,"[""97540232045456943601910250913920728481974973941691762991819733594853559642000"", ""8079617994539741962163804855522208605099505950961557803665696052246450223483""]",0x6950416535f28d3246d918c740303ad0368373d1489fe0b149b4fb77cc680731,china
228996,"Will a second union vote be approved by the NLRB at the Bessemer Amazon Warehouse before October 15, 2021? ","This is a market on whether the National Labor Relations Board will approve a second union vote at the Amazon fulfillment center in Bessemer, Alabama before October 15, 2021. The board’s recommendation must overcome legal contests before the resolution date. This market will resolve to “Yes” if the NLRB permits, without an ongoing legal contest, the center’s workers to engage in a second union vote on or before October 14, 2021, 11:59:59 PM ET, and “No” otherwise. The resolution source for this ",will-a-second-union-vote-be-approved-by-the-nlrb-at-the-bessemer-amazon-warehouse-before-october-15-2021,True,True,,,8331.237868,1037.200544,"[""47797568910284274592567300710426423888726430698258959955999074400482936768872"", ""66156205918822006904237915245810828642029752221100361419279261857491917047474""]",0x5696a012856f1eaacfb6158dc4f231bdd29a2bb7ce03c20842838e57b16557ec,war
229162,Who will get more Gold Medals at the 2020 Tokyo Olympics: USA or China?,"This market will resolve to “USA” if the United States of America gets more gold medals than China at the 2020 Tokyo Olympics, or “China” if China gets more gold medals than the United States of America at the 2020 Tokyo Olympics. If the USA and China get the same amount of gold medals, the market will resolve to 50/50. In the event of ambiguity in terms of the market outcome, the market will be resolved at the sole discretion of the Markets Integrity Committee (MIC).",who-will-get-more-gold-medals-at-the-2020-tokyo-olympics-usa-or-china,True,True,,,40058.252245,86.008057,"[""91958387728290907483017945249426318378060534932785938886854063122758336724534"", ""66208792067622174340381609448044612531439306297590400841550667088449526192566""]",0x13a035020a72d8c3507d92b1e27a6c9613dee17409a9de86a286360664e6e19e,china
236450,Will The Queen's Gambit win the Emmy Award for Best Limited Series? ,"This is a market on whether The Queen's Gambit produced by Netflix will win the 2021 Emmy Award for Outstanding Limited Or Anthology Series at the 73rd Primetime Emmy Award, scheduled to take place on Sunday, September 19, 2021. This market will resolve to “Yes” if The Queen's Gambit wins the award for Outstanding Limited Or Anthology Series at the 73rd Primetime Emmy Awards, or “No” if it does not win the award for this category. If for any reason the 73rd Primetime Emmy Awards are delayed or t",will-the-queens-gambit-win-the-emmy-award-for-best-limited-series,True,True,,,28919.711266,55.222925,"[""76774244490342818734486884033324600180848888792730992132945211191588097452013"", ""73764913455083374428214695007883917323124825892822141761573233477852264247441""]",0x4b1cb435de66c3eaee9fd68f2664eecfaa630fa3be9b904392e2a05992cbf277,war
238016,Will Medina Spirit be disqualified from the 2021 Kentucky Derby by October 15?,"This is a market on whether Medina Spirit, who failed a post-race drug test, will be disqualified from the 147th Kentucky Derby, before October 15, 2021, 12:00 PM ET, the resolution date. This market will resolve to “Yes” if Medina Spirit is disqualified from the 2021 Kentucky Derby, as verified in the upload of an official ruling by the Kentucky Horse Racing Commission Stewards against trainer Robert Baffert to their website at https://khrc.ky.gov/new_bulletin.aspx?bullid=2 on or before the res",will-medina-spirit-be-disqualified-from-the-2021-kentucky-derby-by-october-15,True,True,,,4517.809836,519.967808,"[""111680066607510744626550260771211966249722169770041654182747254003285462711471"", ""21607804419570951388453264435668389896531848657068992504093666413605837000434""]",0xc4fdb1ef1534e3d44bbc494709b5699490761f41f7c94aca2d55567c0bdc339e,war
238696,Will a non-Korean player win the DreamHack Fall StarCraft 2 Masters tournament?,"This is a market on whether a player who is not a Korean national wins the DreamHack Fall Starcraft 2 Masters tournament, to be held from September 7 to September 12.  If a player of Korean nationality wins the tournament, this market will resolve “No.”  Otherwise, this market will resolve “Yes.”  For the purposes of this market, only nationality is relevant, not where a player may currently reside.  The Korean players in this tournament are PartinG, Bunny, Dark, Trap, sOs, and Zoun.  All others",will-a-non-korean-player-win-the-dreamhack-fall-starcraft-2-masters-tournament,True,True,,,13446.103449,123.375353,"[""87450350866670462718706227841853334922318915238857200736174751358601263966116"", ""93018437904897219338321246329016981420551423327972059390544110439675279657740""]",0x4fb87c3ccb5576fb835ca2c02bce0eff094f0ad92d11f014015ccfadaea1fb35,korea
